date,stock_code,open,high,low,close,volume
2023-08-03,ADRO,2370,2390,2350,2360,18908200
2023-08-04,ADRO,2360,2440,2390,2400,26476900
2023-08-07,ADRO,2400,2400,2360,2380,20598900
2023-08-08,ADRO,2380,2420,2370,2370,28441100
2023-08-09,ADRO,2370,2400,2370,2400,22561900
2023-08-10,ADRO,2400,2440,2400,2410,43308700
2023-08-11,ADRO,2410,2420,2350,2350,35509700
2023-08-14,ADRO,2350,2410,2330,2390,36895300
2023-08-15,ADRO,2390,2530,2400,2510,99083700
2023-08-16,ADRO,2510,2540,2490,2520,45090600
2023-08-18,ADRO,2520,2560,2480,2540,47312500
2023-08-21,ADRO,2540,2620,2550,2620,77668100
2023-08-22,ADRO,2620,2720,2620,2700,102556100
2023-08-23,ADRO,2700,2780,2700,2700,86184900
2023-08-24,ADRO,2700,2730,2640,2670,57289800
2023-08-25,ADRO,2670,2670,2590,2590,46004100
2023-08-28,ADRO,2590,2710,2610,2680,49355200
2023-08-29,ADRO,2680,2730,2670,2680,35735000
2023-08-30,ADRO,2680,2730,2660,2690,37456100
2023-08-31,ADRO,2690,2690,2650,2670,37316600
2023-09-01,ADRO,2670,2720,2670,2680,22633200
2023-09-04,ADRO,2680,2760,2690,2740,48905500
2023-09-05,ADRO,2740,2780,2730,2740,37110800
2023-09-06,ADRO,2740,2890,2790,2870,107690900
2023-09-07,ADRO,2870,2930,2800,2880,105815800
2023-09-08,ADRO,2880,2940,2860,2890,58380400
2023-09-11,ADRO,2890,2920,2790,2800,64749200
2023-09-12,ADRO,2800,2850,2790,2810,52990600
2023-09-13,ADRO,2810,2870,2820,2860,38990000
2023-09-14,ADRO,2860,2940,2890,2910,58317100
2023-09-15,ADRO,2910,2910,2840,2840,55255400
2023-09-18,ADRO,2840,2870,2810,2840,46627900
2023-09-19,ADRO,2840,2920,2820,2900,64479700
2023-09-20,ADRO,2900,2990,2910,2960,93046000
2023-09-21,ADRO,2960,2970,2920,2950,37546100
2023-09-22,ADRO,2950,2960,2920,2950,27130700
2023-09-25,ADRO,2950,2980,2940,2950,32535000
2023-09-26,ADRO,2950,2970,2750,2770,107378100
2023-09-27,ADRO,2770,2900,2770,2870,61453100
